sample_id,sequence_id,frame_id,split,representation,image_path,label_path
2019-09-16-12-58-42_000254,2019-09-16-12-58-42,000254,train,range_angle,images/2019-09-16-12-58-42/000254.png,labels/2019-09-16-12-58-42/000254.txt
2019-09-16-12-58-42_000255,2019-09-16-12-58-42,000255,train,range_angle,images/2019-09-16-12-58-42/000255.png,labels/2019-09-16-12-58-42/000255.txt
2019-09-16-12-58-42_000256,2019-09-16-12-58-42,000256,train,range_angle,images/2019-09-16-12-58-42/000256.png,labels/2019-09-16-12-58-42/000256.txt
2019-09-16-12-58-42_000257,2019-09-16-12-58-42,000257,train,range_angle,images/2019-09-16-12-58-42/000257.png,labels/2019-09-16-12-58-42/000257.txt
2019-09-16-12-58-42_000258,2019-09-16-12-58-42,000258,train,range_angle,images/2019-09-16-12-58-42/000258.png,labels/2019-09-16-12-58-42/000258.txt
2019-09-16-12-58-42_000259,2019-09-16-12-58-42,000259,train,range_angle,images/2019-09-16-12-58-42/000259.png,labels/2019-09-16-12-58-42/000259.txt
2019-09-16-12-58-42_000260,2019-09-16-12-58-42,000260,train,range_angle,images/2019-09-16-12-58-42/000260.png,labels/2019-09-16-12-58-42/000260.txt
2019-09-16-12-58-42_000261,2019-09-16-12-58-42,000261,train,range_angle,images/2019-09-16-12-58-42/000261.png,labels/2019-09-16-12-58-42/000261.txt
2019-09-16-12-58-42_000262,2019-09-16-12-58-42,000262,train,range_angle,images/2019-09-16-12-58-42/000262.png,labels/2019-09-16-12-58-42/000262.txt
2019-09-16-12-58-42_000263,2019-09-16-12-58-42,000263,train,range_angle,images/2019-09-16-12-58-42/000263.png,labels/2019-09-16-12-58-42/000263.txt
2019-09-16-12-58-42_000264,2019-09-16-12-58-42,000264,train,range_angle,images/2019-09-16-12-58-42/000264.png,labels/2019-09-16-12-58-42/000264.txt
2019-09-16-12-58-42_000265,2019-09-16-12-58-42,000265,train,range_angle,images/2019-09-16-12-58-42/000265.png,labels/2019-09-16-12-58-42/000265.txt
2019-09-16-12-58-42_000266,2019-09-16-12-58-42,000266,train,range_angle,images/2019-09-16-12-58-42/000266.png,labels/2019-09-16-12-58-42/000266.txt
2019-09-16-12-58-42_000267,2019-09-16-12-58-42,000267,train,range_angle,images/2019-09-16-12-58-42/000267.png,labels/2019-09-16-12-58-42/000267.txt
2019-09-16-12-58-42_000268,2019-09-16-12-58-42,000268,train,range_angle,images/2019-09-16-12-58-42/000268.png,labels/2019-09-16-12-58-42/000268.txt
2019-09-16-12-58-42_000269,2019-09-16-12-58-42,000269,train,range_angle,images/2019-09-16-12-58-42/000269.png,labels/2019-09-16-12-58-42/000269.txt
2019-09-16-12-58-42_000270,2019-09-16-12-58-42,000270,train,range_angle,images/2019-09-16-12-58-42/000270.png,labels/2019-09-16-12-58-42/000270.txt
2019-09-16-12-58-42_000271,2019-09-16-12-58-42,000271,train,range_angle,images/2019-09-16-12-58-42/000271.png,labels/2019-09-16-12-58-42/000271.txt
2019-09-16-12-58-42_000272,2019-09-16-12-58-42,000272,train,range_angle,images/2019-09-16-12-58-42/000272.png,labels/2019-09-16-12-58-42/000272.txt
2019-09-16-12-58-42_000273,2019-09-16-12-58-42,000273,train,range_angle,images/2019-09-16-12-58-42/000273.png,labels/2019-09-16-12-58-42/000273.txt
2019-09-16-12-58-42_000274,2019-09-16-12-58-42,000274,train,range_angle,images/2019-09-16-12-58-42/000274.png,labels/2019-09-16-12-58-42/000274.txt
2019-09-16-12-58-42_000275,2019-09-16-12-58-42,000275,train,range_angle,images/2019-09-16-12-58-42/000275.png,labels/2019-09-16-12-58-42/000275.txt
2019-09-16-12-58-42_000276,2019-09-16-12-58-42,000276,train,range_angle,images/2019-09-16-12-58-42/000276.png,labels/2019-09-16-12-58-42/000276.txt
2019-09-16-12-58-42_000277,2019-09-16-12-58-42,000277,train,range_angle,images/2019-09-16-12-58-42/000277.png,labels/2019-09-16-12-58-42/000277.txt
2019-09-16-12-58-42_000278,2019-09-16-12-58-42,000278,train,range_angle,images/2019-09-16-12-58-42/000278.png,labels/2019-09-16-12-58-42/000278.txt
2019-09-16-12-58-42_000279,2019-09-16-12-58-42,000279,train,range_angle,images/2019-09-16-12-58-42/000279.png,labels/2019-09-16-12-58-42/000279.txt
2019-09-16-12-58-42_000280,2019-09-16-12-58-42,000280,train,range_angle,images/2019-09-16-12-58-42/000280.png,labels/2019-09-16-12-58-42/000280.txt
2019-09-16-12-58-42_000281,2019-09-16-12-58-42,000281,train,range_angle,images/2019-09-16-12-58-42/000281.png,labels/2019-09-16-12-58-42/000281.txt
2019-09-16-12-58-42_000282,2019-09-16-12-58-42,000282,train,range_angle,images/2019-09-16-12-58-42/000282.png,labels/2019-09-16-12-58-42/000282.txt
2019-09-16-12-58-42_000283,2019-09-16-12-58-42,000283,train,range_angle,images/2019-09-16-12-58-42/000283.png,labels/2019-09-16-12-58-42/000283.txt
2019-09-16-12-58-42_000284,2019-09-16-12-58-42,000284,train,range_angle,images/2019-09-16-12-58-42/000284.png,labels/2019-09-16-12-58-42/000284.txt
2019-09-16-12-58-42_000285,2019-09-16-12-58-42,000285,train,range_angle,images/2019-09-16-12-58-42/000285.png,labels/2019-09-16-12-58-42/000285.txt
2019-09-16-12-58-42_000286,2019-09-16-12-58-42,000286,train,range_angle,images/2019-09-16-12-58-42/000286.png,labels/2019-09-16-12-58-42/000286.txt
2019-09-16-12-58-42_000287,2019-09-16-12-58-42,000287,train,range_angle,images/2019-09-16-12-58-42/000287.png,labels/2019-09-16-12-58-42/000287.txt
2019-09-16-12-58-42_000288,2019-09-16-12-58-42,000288,train,range_angle,images/2019-09-16-12-58-42/000288.png,labels/2019-09-16-12-58-42/000288.txt
2019-09-16-12-58-42_000289,2019-09-16-12-58-42,000289,train,range_angle,images/2019-09-16-12-58-42/000289.png,labels/2019-09-16-12-58-42/000289.txt
2019-09-16-12-58-42_000290,2019-09-16-12-58-42,000290,train,range_angle,images/2019-09-16-12-58-42/000290.png,labels/2019-09-16-12-58-42/000290.txt
2019-09-16-12-58-42_000291,2019-09-16-12-58-42,000291,train,range_angle,images/2019-09-16-12-58-42/000291.png,labels/2019-09-16-12-58-42/000291.txt
2019-09-16-12-58-42_000292,2019-09-16-12-58-42,000292,train,range_angle,images/2019-09-16-12-58-42/000292.png,labels/2019-09-16-12-58-42/000292.txt
2019-09-16-12-58-42_000293,2019-09-16-12-58-42,000293,train,range_angle,images/2019-09-16-12-58-42/000293.png,labels/2019-09-16-12-58-42/000293.txt
2019-09-16-12-58-42_000294,2019-09-16-12-58-42,000294,train,range_angle,images/2019-09-16-12-58-42/000294.png,labels/2019-09-16-12-58-42/000294.txt
2019-09-16-12-58-42_000295,2019-09-16-12-58-42,000295,train,range_angle,images/2019-09-16-12-58-42/000295.png,labels/2019-09-16-12-58-42/000295.txt
2019-09-16-12-58-42_000296,2019-09-16-12-58-42,000296,train,range_angle,images/2019-09-16-12-58-42/000296.png,labels/2019-09-16-12-58-42/000296.txt
2019-09-16-12-58-42_000297,2019-09-16-12-58-42,000297,train,range_angle,images/2019-09-16-12-58-42/000297.png,labels/2019-09-16-12-58-42/000297.txt
2019-09-16-12-58-42_000298,2019-09-16-12-58-42,000298,train,range_angle,images/2019-09-16-12-58-42/000298.png,labels/2019-09-16-12-58-42/000298.txt
2019-09-16-12-58-42_000299,2019-09-16-12-58-42,000299,train,range_angle,images/2019-09-16-12-58-42/000299.png,labels/2019-09-16-12-58-42/000299.txt
2019-09-16-12-58-42_000300,2019-09-16-12-58-42,000300,train,range_angle,images/2019-09-16-12-58-42/000300.png,labels/2019-09-16-12-58-42/000300.txt
2019-09-16-12-58-42_000301,2019-09-16-12-58-42,000301,train,range_angle,images/2019-09-16-12-58-42/000301.png,labels/2019-09-16-12-58-42/000301.txt
2019-09-16-12-58-42_000302,2019-09-16-12-58-42,000302,train,range_angle,images/2019-09-16-12-58-42/000302.png,labels/2019-09-16-12-58-42/000302.txt
2019-09-16-12-58-42_000303,2019-09-16-12-58-42,000303,train,range_angle,images/2019-09-16-12-58-42/000303.png,labels/2019-09-16-12-58-42/000303.txt
2019-09-16-12-58-42_000304,2019-09-16-12-58-42,000304,train,range_angle,images/2019-09-16-12-58-42/000304.png,labels/2019-09-16-12-58-42/000304.txt
2019-09-16-12-58-42_000305,2019-09-16-12-58-42,000305,train,range_angle,images/2019-09-16-12-58-42/000305.png,labels/2019-09-16-12-58-42/000305.txt
2019-09-16-12-58-42_000306,2019-09-16-12-58-42,000306,train,range_angle,images/2019-09-16-12-58-42/000306.png,labels/2019-09-16-12-58-42/000306.txt
2019-09-16-12-58-42_000307,2019-09-16-12-58-42,000307,train,range_angle,images/2019-09-16-12-58-42/000307.png,labels/2019-09-16-12-58-42/000307.txt
2019-09-16-12-58-42_000308,2019-09-16-12-58-42,000308,train,range_angle,images/2019-09-16-12-58-42/000308.png,labels/2019-09-16-12-58-42/000308.txt
2019-09-16-12-58-42_000309,2019-09-16-12-58-42,000309,train,range_angle,images/2019-09-16-12-58-42/000309.png,labels/2019-09-16-12-58-42/000309.txt
2019-09-16-12-58-42_000310,2019-09-16-12-58-42,000310,train,range_angle,images/2019-09-16-12-58-42/000310.png,labels/2019-09-16-12-58-42/000310.txt
2019-09-16-12-58-42_000311,2019-09-16-12-58-42,000311,train,range_angle,images/2019-09-16-12-58-42/000311.png,labels/2019-09-16-12-58-42/000311.txt
2019-09-16-12-58-42_000312,2019-09-16-12-58-42,000312,train,range_angle,images/2019-09-16-12-58-42/000312.png,labels/2019-09-16-12-58-42/000312.txt
2019-09-16-12-58-42_000313,2019-09-16-12-58-42,000313,train,range_angle,images/2019-09-16-12-58-42/000313.png,labels/2019-09-16-12-58-42/000313.txt
2019-09-16-12-58-42_000314,2019-09-16-12-58-42,000314,train,range_angle,images/2019-09-16-12-58-42/000314.png,labels/2019-09-16-12-58-42/000314.txt
2019-09-16-12-58-42_000315,2019-09-16-12-58-42,000315,train,range_angle,images/2019-09-16-12-58-42/000315.png,labels/2019-09-16-12-58-42/000315.txt
2019-09-16-12-58-42_000316,2019-09-16-12-58-42,000316,train,range_angle,images/2019-09-16-12-58-42/000316.png,labels/2019-09-16-12-58-42/000316.txt
2019-09-16-12-58-42_000317,2019-09-16-12-58-42,000317,train,range_angle,images/2019-09-16-12-58-42/000317.png,labels/2019-09-16-12-58-42/000317.txt
2019-09-16-12-58-42_000318,2019-09-16-12-58-42,000318,train,range_angle,images/2019-09-16-12-58-42/000318.png,labels/2019-09-16-12-58-42/000318.txt
2019-09-16-12-58-42_000319,2019-09-16-12-58-42,000319,train,range_angle,images/2019-09-16-12-58-42/000319.png,labels/2019-09-16-12-58-42/000319.txt
2019-09-16-12-58-42_000320,2019-09-16-12-58-42,000320,train,range_angle,images/2019-09-16-12-58-42/000320.png,labels/2019-09-16-12-58-42/000320.txt
2019-09-16-12-58-42_000321,2019-09-16-12-58-42,000321,train,range_angle,images/2019-09-16-12-58-42/000321.png,labels/2019-09-16-12-58-42/000321.txt
2019-09-16-12-58-42_000322,2019-09-16-12-58-42,000322,train,range_angle,images/2019-09-16-12-58-42/000322.png,labels/2019-09-16-12-58-42/000322.txt
2019-09-16-12-58-42_000323,2019-09-16-12-58-42,000323,train,range_angle,images/2019-09-16-12-58-42/000323.png,labels/2019-09-16-12-58-42/000323.txt
2019-09-16-12-58-42_000324,2019-09-16-12-58-42,000324,train,range_angle,images/2019-09-16-12-58-42/000324.png,labels/2019-09-16-12-58-42/000324.txt
2019-09-16-12-58-42_000325,2019-09-16-12-58-42,000325,train,range_angle,images/2019-09-16-12-58-42/000325.png,labels/2019-09-16-12-58-42/000325.txt
2019-09-16-12-58-42_000326,2019-09-16-12-58-42,000326,train,range_angle,images/2019-09-16-12-58-42/000326.png,labels/2019-09-16-12-58-42/000326.txt
2019-09-16-12-58-42_000327,2019-09-16-12-58-42,000327,train,range_angle,images/2019-09-16-12-58-42/000327.png,labels/2019-09-16-12-58-42/000327.txt
2019-09-16-12-58-42_000328,2019-09-16-12-58-42,000328,train,range_angle,images/2019-09-16-12-58-42/000328.png,labels/2019-09-16-12-58-42/000328.txt
2019-09-16-12-58-42_000329,2019-09-16-12-58-42,000329,train,range_angle,images/2019-09-16-12-58-42/000329.png,labels/2019-09-16-12-58-42/000329.txt
2019-09-16-12-58-42_000330,2019-09-16-12-58-42,000330,train,range_angle,images/2019-09-16-12-58-42/000330.png,labels/2019-09-16-12-58-42/000330.txt
2019-09-16-12-58-42_000331,2019-09-16-12-58-42,000331,train,range_angle,images/2019-09-16-12-58-42/000331.png,labels/2019-09-16-12-58-42/000331.txt
2019-09-16-12-58-42_000332,2019-09-16-12-58-42,000332,train,range_angle,images/2019-09-16-12-58-42/000332.png,labels/2019-09-16-12-58-42/000332.txt
2019-09-16-12-58-42_000333,2019-09-16-12-58-42,000333,train,range_angle,images/2019-09-16-12-58-42/000333.png,labels/2019-09-16-12-58-42/000333.txt
2019-09-16-12-58-42_000334,2019-09-16-12-58-42,000334,train,range_angle,images/2019-09-16-12-58-42/000334.png,labels/2019-09-16-12-58-42/000334.txt
2019-09-16-12-58-42_000335,2019-09-16-12-58-42,000335,train,range_angle,images/2019-09-16-12-58-42/000335.png,labels/2019-09-16-12-58-42/000335.txt
2019-09-16-12-58-42_000336,2019-09-16-12-58-42,000336,train,range_angle,images/2019-09-16-12-58-42/000336.png,labels/2019-09-16-12-58-42/000336.txt
2019-09-16-12-58-42_000337,2019-09-16-12-58-42,000337,train,range_angle,images/2019-09-16-12-58-42/000337.png,labels/2019-09-16-12-58-42/000337.txt
2019-09-16-12-58-42_000338,2019-09-16-12-58-42,000338,train,range_angle,images/2019-09-16-12-58-42/000338.png,labels/2019-09-16-12-58-42/000338.txt
2019-09-16-12-58-42_000339,2019-09-16-12-58-42,000339,train,range_angle,images/2019-09-16-12-58-42/000339.png,labels/2019-09-16-12-58-42/000339.txt
2019-09-16-12-58-42_000340,2019-09-16-12-58-42,000340,train,range_angle,images/2019-09-16-12-58-42/000340.png,labels/2019-09-16-12-58-42/000340.txt
2019-09-16-12-58-42_000341,2019-09-16-12-58-42,000341,train,range_angle,images/2019-09-16-12-58-42/000341.png,labels/2019-09-16-12-58-42/000341.txt
2019-09-16-12-58-42_000342,2019-09-16-12-58-42,000342,train,range_angle,images/2019-09-16-12-58-42/000342.png,labels/2019-09-16-12-58-42/000342.txt
2019-09-16-12-58-42_000343,2019-09-16-12-58-42,000343,train,range_angle,images/2019-09-16-12-58-42/000343.png,labels/2019-09-16-12-58-42/000343.txt
2019-09-16-12-58-42_000344,2019-09-16-12-58-42,000344,train,range_angle,images/2019-09-16-12-58-42/000344.png,labels/2019-09-16-12-58-42/000344.txt
2019-09-16-12-58-42_000345,2019-09-16-12-58-42,000345,train,range_angle,images/2019-09-16-12-58-42/000345.png,labels/2019-09-16-12-58-42/000345.txt
2019-09-16-12-58-42_000346,2019-09-16-12-58-42,000346,train,range_angle,images/2019-09-16-12-58-42/000346.png,labels/2019-09-16-12-58-42/000346.txt
2019-09-16-12-58-42_000347,2019-09-16-12-58-42,000347,train,range_angle,images/2019-09-16-12-58-42/000347.png,labels/2019-09-16-12-58-42/000347.txt
2019-09-16-12-58-42_000348,2019-09-16-12-58-42,000348,train,range_angle,images/2019-09-16-12-58-42/000348.png,labels/2019-09-16-12-58-42/000348.txt
2019-09-16-12-58-42_000349,2019-09-16-12-58-42,000349,train,range_angle,images/2019-09-16-12-58-42/000349.png,labels/2019-09-16-12-58-42/000349.txt
2019-09-16-12-58-42_000350,2019-09-16-12-58-42,000350,train,range_angle,images/2019-09-16-12-58-42/000350.png,labels/2019-09-16-12-58-42/000350.txt
2019-09-16-12-58-42_000351,2019-09-16-12-58-42,000351,train,range_angle,images/2019-09-16-12-58-42/000351.png,labels/2019-09-16-12-58-42/000351.txt
2019-09-16-12-58-42_000352,2019-09-16-12-58-42,000352,train,range_angle,images/2019-09-16-12-58-42/000352.png,labels/2019-09-16-12-58-42/000352.txt
2019-09-16-12-58-42_000353,2019-09-16-12-58-42,000353,train,range_angle,images/2019-09-16-12-58-42/000353.png,labels/2019-09-16-12-58-42/000353.txt
2019-09-16-12-58-42_000354,2019-09-16-12-58-42,000354,train,range_angle,images/2019-09-16-12-58-42/000354.png,labels/2019-09-16-12-58-42/000354.txt
2019-09-16-12-58-42_000355,2019-09-16-12-58-42,000355,train,range_angle,images/2019-09-16-12-58-42/000355.png,labels/2019-09-16-12-58-42/000355.txt
2019-09-16-12-58-42_000356,2019-09-16-12-58-42,000356,train,range_angle,images/2019-09-16-12-58-42/000356.png,labels/2019-09-16-12-58-42/000356.txt
2019-09-16-12-58-42_000357,2019-09-16-12-58-42,000357,train,range_angle,images/2019-09-16-12-58-42/000357.png,labels/2019-09-16-12-58-42/000357.txt
2019-09-16-12-58-42_000358,2019-09-16-12-58-42,000358,train,range_angle,images/2019-09-16-12-58-42/000358.png,labels/2019-09-16-12-58-42/000358.txt
2019-09-16-12-58-42_000359,2019-09-16-12-58-42,000359,train,range_angle,images/2019-09-16-12-58-42/000359.png,labels/2019-09-16-12-58-42/000359.txt
2019-09-16-12-58-42_000360,2019-09-16-12-58-42,000360,train,range_angle,images/2019-09-16-12-58-42/000360.png,labels/2019-09-16-12-58-42/000360.txt
2019-09-16-12-58-42_000361,2019-09-16-12-58-42,000361,train,range_angle,images/2019-09-16-12-58-42/000361.png,labels/2019-09-16-12-58-42/000361.txt
2019-09-16-12-58-42_000362,2019-09-16-12-58-42,000362,train,range_angle,images/2019-09-16-12-58-42/000362.png,labels/2019-09-16-12-58-42/000362.txt
2019-09-16-12-58-42_000363,2019-09-16-12-58-42,000363,train,range_angle,images/2019-09-16-12-58-42/000363.png,labels/2019-09-16-12-58-42/000363.txt
2019-09-16-12-58-42_000364,2019-09-16-12-58-42,000364,train,range_angle,images/2019-09-16-12-58-42/000364.png,labels/2019-09-16-12-58-42/000364.txt
2019-09-16-12-58-42_000365,2019-09-16-12-58-42,000365,train,range_angle,images/2019-09-16-12-58-42/000365.png,labels/2019-09-16-12-58-42/000365.txt
2019-09-16-12-58-42_000366,2019-09-16-12-58-42,000366,train,range_angle,images/2019-09-16-12-58-42/000366.png,labels/2019-09-16-12-58-42/000366.txt
2019-09-16-12-58-42_000367,2019-09-16-12-58-42,000367,train,range_angle,images/2019-09-16-12-58-42/000367.png,labels/2019-09-16-12-58-42/000367.txt
2019-09-16-12-58-42_000368,2019-09-16-12-58-42,000368,train,range_angle,images/2019-09-16-12-58-42/000368.png,labels/2019-09-16-12-58-42/000368.txt
2019-09-16-12-58-42_000369,2019-09-16-12-58-42,000369,train,range_angle,images/2019-09-16-12-58-42/000369.png,labels/2019-09-16-12-58-42/000369.txt
2019-09-16-12-58-42_000370,2019-09-16-12-58-42,000370,train,range_angle,images/2019-09-16-12-58-42/000370.png,labels/2019-09-16-12-58-42/000370.txt
2019-09-16-12-58-42_000371,2019-09-16-12-58-42,000371,train,range_angle,images/2019-09-16-12-58-42/000371.png,labels/2019-09-16-12-58-42/000371.txt
2019-09-16-12-58-42_000372,2019-09-16-12-58-42,000372,train,range_angle,images/2019-09-16-12-58-42/000372.png,labels/2019-09-16-12-58-42/000372.txt
2019-09-16-12-58-42_000373,2019-09-16-12-58-42,000373,train,range_angle,images/2019-09-16-12-58-42/000373.png,labels/2019-09-16-12-58-42/000373.txt
2019-09-16-12-58-42_000374,2019-09-16-12-58-42,000374,train,range_angle,images/2019-09-16-12-58-42/000374.png,labels/2019-09-16-12-58-42/000374.txt
2019-09-16-12-58-42_000375,2019-09-16-12-58-42,000375,train,range_angle,images/2019-09-16-12-58-42/000375.png,labels/2019-09-16-12-58-42/000375.txt
2019-09-16-12-58-42_000376,2019-09-16-12-58-42,000376,train,range_angle,images/2019-09-16-12-58-42/000376.png,labels/2019-09-16-12-58-42/000376.txt
2019-09-16-12-58-42_000377,2019-09-16-12-58-42,000377,train,range_angle,images/2019-09-16-12-58-42/000377.png,labels/2019-09-16-12-58-42/000377.txt
2019-09-16-12-58-42_000378,2019-09-16-12-58-42,000378,train,range_angle,images/2019-09-16-12-58-42/000378.png,labels/2019-09-16-12-58-42/000378.txt
2019-09-16-12-58-42_000379,2019-09-16-12-58-42,000379,train,range_angle,images/2019-09-16-12-58-42/000379.png,labels/2019-09-16-12-58-42/000379.txt
2019-09-16-12-58-42_000380,2019-09-16-12-58-42,000380,train,range_angle,images/2019-09-16-12-58-42/000380.png,labels/2019-09-16-12-58-42/000380.txt
2019-09-16-12-58-42_000381,2019-09-16-12-58-42,000381,train,range_angle,images/2019-09-16-12-58-42/000381.png,labels/2019-09-16-12-58-42/000381.txt
2019-09-16-12-58-42_000382,2019-09-16-12-58-42,000382,train,range_angle,images/2019-09-16-12-58-42/000382.png,labels/2019-09-16-12-58-42/000382.txt
2019-09-16-12-58-42_000383,2019-09-16-12-58-42,000383,train,range_angle,images/2019-09-16-12-58-42/000383.png,labels/2019-09-16-12-58-42/000383.txt
2019-09-16-12-58-42_000384,2019-09-16-12-58-42,000384,train,range_angle,images/2019-09-16-12-58-42/000384.png,labels/2019-09-16-12-58-42/000384.txt
2019-09-16-12-58-42_000385,2019-09-16-12-58-42,000385,train,range_angle,images/2019-09-16-12-58-42/000385.png,labels/2019-09-16-12-58-42/000385.txt
2019-09-16-12-58-42_000386,2019-09-16-12-58-42,000386,train,range_angle,images/2019-09-16-12-58-42/000386.png,labels/2019-09-16-12-58-42/000386.txt
2019-09-16-12-58-42_000387,2019-09-16-12-58-42,000387,train,range_angle,images/2019-09-16-12-58-42/000387.png,labels/2019-09-16-12-58-42/000387.txt
2019-09-16-12-58-42_000388,2019-09-16-12-58-42,000388,train,range_angle,images/2019-09-16-12-58-42/000388.png,labels/2019-09-16-12-58-42/000388.txt
2019-09-16-12-58-42_000389,2019-09-16-12-58-42,000389,train,range_angle,images/2019-09-16-12-58-42/000389.png,labels/2019-09-16-12-58-42/000389.txt
2019-09-16-12-58-42_000390,2019-09-16-12-58-42,000390,train,range_angle,images/2019-09-16-12-58-42/000390.png,labels/2019-09-16-12-58-42/000390.txt
2019-09-16-12-58-42_000391,2019-09-16-12-58-42,000391,train,range_angle,images/2019-09-16-12-58-42/000391.png,labels/2019-09-16-12-58-42/000391.txt
2019-09-16-12-58-42_000392,2019-09-16-12-58-42,000392,train,range_angle,images/2019-09-16-12-58-42/000392.png,labels/2019-09-16-12-58-42/000392.txt
2019-09-16-12-58-42_000393,2019-09-16-12-58-42,000393,train,range_angle,images/2019-09-16-12-58-42/000393.png,labels/2019-09-16-12-58-42/000393.txt
2019-09-16-12-58-42_000394,2019-09-16-12-58-42,000394,train,range_angle,images/2019-09-16-12-58-42/000394.png,labels/2019-09-16-12-58-42/000394.txt
2019-09-16-12-58-42_000395,2019-09-16-12-58-42,000395,train,range_angle,images/2019-09-16-12-58-42/000395.png,labels/2019-09-16-12-58-42/000395.txt
2019-09-16-12-58-42_000396,2019-09-16-12-58-42,000396,train,range_angle,images/2019-09-16-12-58-42/000396.png,labels/2019-09-16-12-58-42/000396.txt
2019-09-16-12-58-42_000397,2019-09-16-12-58-42,000397,train,range_angle,images/2019-09-16-12-58-42/000397.png,labels/2019-09-16-12-58-42/000397.txt
2019-09-16-12-58-42_000398,2019-09-16-12-58-42,000398,train,range_angle,images/2019-09-16-12-58-42/000398.png,labels/2019-09-16-12-58-42/000398.txt
2019-09-16-12-58-42_000399,2019-09-16-12-58-42,000399,train,range_angle,images/2019-09-16-12-58-42/000399.png,labels/2019-09-16-12-58-42/000399.txt
2019-09-16-12-58-42_000400,2019-09-16-12-58-42,000400,train,range_angle,images/2019-09-16-12-58-42/000400.png,labels/2019-09-16-12-58-42/000400.txt
2019-09-16-12-58-42_000401,2019-09-16-12-58-42,000401,train,range_angle,images/2019-09-16-12-58-42/000401.png,labels/2019-09-16-12-58-42/000401.txt
2019-09-16-12-58-42_000402,2019-09-16-12-58-42,000402,train,range_angle,images/2019-09-16-12-58-42/000402.png,labels/2019-09-16-12-58-42/000402.txt
2019-09-16-12-58-42_000403,2019-09-16-12-58-42,000403,train,range_angle,images/2019-09-16-12-58-42/000403.png,labels/2019-09-16-12-58-42/000403.txt
2019-09-16-12-58-42_000404,2019-09-16-12-58-42,000404,train,range_angle,images/2019-09-16-12-58-42/000404.png,labels/2019-09-16-12-58-42/000404.txt
2019-09-16-12-58-42_000405,2019-09-16-12-58-42,000405,train,range_angle,images/2019-09-16-12-58-42/000405.png,labels/2019-09-16-12-58-42/000405.txt
2019-09-16-12-58-42_000406,2019-09-16-12-58-42,000406,train,range_angle,images/2019-09-16-12-58-42/000406.png,labels/2019-09-16-12-58-42/000406.txt
2019-09-16-12-58-42_000407,2019-09-16-12-58-42,000407,train,range_angle,images/2019-09-16-12-58-42/000407.png,labels/2019-09-16-12-58-42/000407.txt
2019-09-16-12-58-42_000408,2019-09-16-12-58-42,000408,train,range_angle,images/2019-09-16-12-58-42/000408.png,labels/2019-09-16-12-58-42/000408.txt
2019-09-16-12-58-42_000409,2019-09-16-12-58-42,000409,train,range_angle,images/2019-09-16-12-58-42/000409.png,labels/2019-09-16-12-58-42/000409.txt
2019-09-16-12-58-42_000410,2019-09-16-12-58-42,000410,train,range_angle,images/2019-09-16-12-58-42/000410.png,labels/2019-09-16-12-58-42/000410.txt
2019-09-16-12-58-42_000411,2019-09-16-12-58-42,000411,train,range_angle,images/2019-09-16-12-58-42/000411.png,labels/2019-09-16-12-58-42/000411.txt
2019-09-16-12-58-42_000412,2019-09-16-12-58-42,000412,train,range_angle,images/2019-09-16-12-58-42/000412.png,labels/2019-09-16-12-58-42/000412.txt
2019-09-16-12-58-42_000413,2019-09-16-12-58-42,000413,train,range_angle,images/2019-09-16-12-58-42/000413.png,labels/2019-09-16-12-58-42/000413.txt
2019-09-16-12-58-42_000414,2019-09-16-12-58-42,000414,train,range_angle,images/2019-09-16-12-58-42/000414.png,labels/2019-09-16-12-58-42/000414.txt
2019-09-16-12-58-42_000415,2019-09-16-12-58-42,000415,train,range_angle,images/2019-09-16-12-58-42/000415.png,labels/2019-09-16-12-58-42/000415.txt
2019-09-16-12-58-42_000416,2019-09-16-12-58-42,000416,train,range_angle,images/2019-09-16-12-58-42/000416.png,labels/2019-09-16-12-58-42/000416.txt
2019-09-16-12-58-42_000417,2019-09-16-12-58-42,000417,train,range_angle,images/2019-09-16-12-58-42/000417.png,labels/2019-09-16-12-58-42/000417.txt
2019-09-16-12-58-42_000418,2019-09-16-12-58-42,000418,train,range_angle,images/2019-09-16-12-58-42/000418.png,labels/2019-09-16-12-58-42/000418.txt
2019-09-16-12-58-42_000419,2019-09-16-12-58-42,000419,train,range_angle,images/2019-09-16-12-58-42/000419.png,labels/2019-09-16-12-58-42/000419.txt
2019-09-16-12-58-42_000420,2019-09-16-12-58-42,000420,train,range_angle,images/2019-09-16-12-58-42/000420.png,labels/2019-09-16-12-58-42/000420.txt
2019-09-16-12-58-42_000421,2019-09-16-12-58-42,000421,train,range_angle,images/2019-09-16-12-58-42/000421.png,labels/2019-09-16-12-58-42/000421.txt
2019-09-16-12-58-42_000422,2019-09-16-12-58-42,000422,train,range_angle,images/2019-09-16-12-58-42/000422.png,labels/2019-09-16-12-58-42/000422.txt
2019-09-16-12-58-42_000423,2019-09-16-12-58-42,000423,train,range_angle,images/2019-09-16-12-58-42/000423.png,labels/2019-09-16-12-58-42/000423.txt
2019-09-16-12-58-42_000424,2019-09-16-12-58-42,000424,train,range_angle,images/2019-09-16-12-58-42/000424.png,labels/2019-09-16-12-58-42/000424.txt
2019-09-16-12-58-42_000425,2019-09-16-12-58-42,000425,train,range_angle,images/2019-09-16-12-58-42/000425.png,labels/2019-09-16-12-58-42/000425.txt
